Episode	Episode_Length	Episode_Reward	Training_Update_Count	Average_Training_Loss
1	6.0	0.0	0	0
2	16.0	1.0	0	0
3	6.0	0.0	0	0
4	16.0	1.0	13	0.014174531787060775
5	16.0	1.0	16	0.009986184712033719
6	16.0	1.0	16	0.008691339113283902
7	6.0	0.0	6	0.006467801285907626
8	6.0	0.0	6	0.0049395137854541344
9	26.0	2.0	26	0.007026533605172657
10	6.0	0.0	6	0.005081886619639893
11	6.0	0.0	6	0.0033913692071413
12	6.0	0.0	6	0.002267971906500558
13	28.0	2.0	28	0.0030752193166076074
14	16.0	1.0	16	0.0035421850334387273
15	6.0	0.0	6	0.003086754276106755
16	16.0	1.0	16	0.002545447896409314
17	16.0	1.0	16	0.005247639157460071
18	6.0	0.0	6	0.005526343127712607
19	16.0	1.0	16	0.004536141641438007
20	16.0	1.0	16	0.0034163201926276088
21	16.0	1.0	16	0.002878054219763726
22	16.0	1.0	16	0.0022193785553099588
23	6.0	0.0	6	0.0021366738559057317
24	6.0	0.0	6	0.002194403864753743
25	16.0	1.0	16	0.003931965569790918
26	6.0	0.0	6	0.004927390371449292
27	6.0	0.0	6	0.003934009893176456
28	6.0	0.0	6	0.003348691272549331
29	6.0	0.0	6	0.004089622758328915
30	16.0	1.0	16	0.0029514276975532994
31	6.0	0.0	6	0.00288990776365002
32	6.0	0.0	6	0.0024370975249136486
33	6.0	0.0	6	0.0022512900565440455
34	6.0	0.0	6	0.0023967312493671975
35	16.0	1.0	16	0.0021261511501506902
36	6.0	0.0	6	0.001925286604091525
37	16.0	1.0	16	0.0023379190315608867
38	6.0	0.0	6	0.0016779299864235024
39	6.0	0.0	6	0.0017470279320453603
40	6.0	0.0	6	0.0016059130430221558
41	6.0	0.0	6	0.0015509257985589404
42	6.0	0.0	6	0.0015227602949986856
43	16.0	1.0	16	0.0013083896119496785
44	6.0	0.0	6	0.001093110244255513
45	16.0	1.0	16	0.0010548832869972102
46	6.0	0.0	6	0.00092198340765511
47	16.0	1.0	16	0.0009187980613205582
48	6.0	0.0	6	0.0011314989048211526
49	6.0	0.0	6	0.001216355070937425
50	6.0	0.0	6	0.0010415236465632915
51	6.0	0.0	6	0.0011469579864448558
52	16.0	1.0	16	0.0011241282081755344
53	6.0	0.0	6	0.0008744145161472261
54	6.0	0.0	6	0.0009492938503778229
55	16.0	1.0	16	0.0008557631226722151
56	6.0	0.0	6	0.0009080654514643053
57	6.0	0.0	6	0.0006650195185405513
58	6.0	0.0	6	0.0007027472699216256
59	26.0	2.0	26	0.000779442059305998
60	6.0	0.0	6	0.0007403818308375776
61	6.0	0.0	6	0.0007074127400604387
62	16.0	1.0	16	0.0006924693552718963
63	6.0	0.0	6	0.0006356380957489213
64	6.0	0.0	6	0.0006194223242346197
65	6.0	0.0	6	0.0005667817749781534
66	6.0	0.0	6	0.0006296602368820459
67	6.0	0.0	6	0.0006243821408133954
68	28.0	2.0	28	0.0005549189944369053
69	6.0	0.0	6	0.0005674268662308654
70	6.0	0.0	6	0.0005050604716719439
71	6.0	0.0	6	0.0005288981483317912
72	16.0	1.0	16	0.0006756255024811253
73	6.0	0.0	6	0.0005521938292076811
74	6.0	0.0	6	0.0007230038075552633
75	6.0	0.0	6	0.00047201789372290176
76	16.0	1.0	16	0.0005324309277057182
77	16.0	1.0	16	0.00048803564641275443
78	6.0	0.0	6	0.000421510441810824
79	16.0	1.0	16	0.000458015028925729
80	16.0	1.0	16	0.00043034314876422286
81	16.0	1.0	16	0.000555063345018425
