episode,length,reward
320,274.0,21.0
321,253.0,14.0
322,98.0,9.0
323,235.0,19.0
324,262.0,21.0
325,274.0,18.0
326,187.0,17.0
327,89.0,7.0
328,176.0,23.0
329,56.0,4.0
330,383.0,20.0
331,96.0,9.0
332,380.0,18.0
333,282.0,17.0
334,344.0,19.0
335,116.0,12.0
336,224.0,14.0
337,98.0,14.0
338,46.0,3.0
339,364.0,35.0
340,318.0,22.0
341,253.0,22.0
342,223.0,15.0
343,214.0,15.0
344,187.0,16.0
345,333.0,14.0
346,215.0,17.0
347,293.0,20.0
348,175.0,10.0
349,315.0,18.0
350,320.0,21.0
351,128.0,13.0
352,274.0,22.0
353,207.0,12.0
354,353.0,23.0
355,77.0,10.0
356,184.0,14.0
357,285.0,18.0
358,367.0,22.0
359,353.0,19.0
360,215.0,20.0
361,297.0,22.0
362,187.0,17.0
363,322.0,22.0
364,365.0,20.0
365,233.0,21.0
366,106.0,11.0
367,37.0,3.0
368,370.0,22.0
369,425.0,38.0
370,342.0,19.0
371,96.0,8.0
372,242.0,21.0
373,246.0,23.0
374,339.0,22.0
375,138.0,13.0
376,66.0,9.0
377,294.0,22.0
378,350.0,22.0
379,245.0,17.0
380,56.0,5.0
381,89.0,12.0
382,295.0,23.0
383,125.0,9.0
384,322.0,23.0
385,46.0,2.0
386,17.0,1.0
387,379.0,23.0
388,332.0,21.0
389,245.0,19.0
390,165.0,16.0
391,116.0,9.0
392,318.0,23.0
393,342.0,23.0
394,224.0,17.0
395,257.0,23.0
396,312.0,16.0
397,290.0,23.0
398,309.0,22.0
399,66.0,6.0
400,224.0,21.0
401,205.0,8.0
402,165.0,12.0
403,244.0,23.0
404,284.0,23.0
405,366.0,32.0
406,319.0,22.0
407,248.0,22.0
408,18.0,3.0
409,37.0,3.0
410,245.0,19.0
411,224.0,12.0
412,295.0,23.0
413,279.0,22.0
414,206.0,20.0
415,117.0,13.0
416,56.0,6.0
417,244.0,20.0
418,108.0,13.0
419,271.0,21.0
420,274.0,21.0
421,501.0,41.0
422,494.0,47.0
423,501.0,42.0
424,156.0,13.0
425,306.0,22.0
426,225.0,22.0
427,252.0,21.0
428,205.0,20.0
429,293.0,22.0
430,147.0,20.0
431,367.0,44.0
432,294.0,23.0
433,115.0,10.0
434,67.0,9.0
435,17.0,2.0
436,292.0,22.0
437,288.0,21.0
438,154.0,17.0
439,224.0,23.0
440,215.0,20.0
441,235.0,22.0
442,38.0,3.0
443,76.0,8.0
444,238.0,23.0
445,270.0,23.0
446,231.0,23.0
447,214.0,21.0
448,253.0,23.0
449,67.0,8.0
450,252.0,22.0
451,38.0,5.0
452,76.0,7.0
453,214.0,19.0
454,291.0,22.0
455,127.0,14.0
456,235.0,23.0
457,501.0,40.0
458,118.0,17.0
459,287.0,22.0
460,46.0,4.0
461,501.0,43.0
462,270.0,23.0
463,313.0,23.0
464,57.0,9.0
465,319.0,23.0
466,235.0,18.0
467,184.0,23.0
468,176.0,16.0
469,227.0,21.0
470,167.0,16.0
471,106.0,11.0
472,296.0,23.0
473,105.0,9.0
474,247.0,24.0
475,225.0,20.0
476,315.0,22.0
477,18.0,3.0
478,326.0,19.0
479,315.0,23.0
480,335.0,23.0
481,96.0,7.0
482,273.0,22.0
483,287.0,20.0
484,262.0,20.0
485,241.0,23.0
486,204.0,23.0
487,304.0,18.0
488,245.0,22.0
489,250.0,23.0
490,276.0,28.0
491,260.0,22.0
492,166.0,12.0
493,87.0,9.0
494,277.0,35.0
495,392.0,14.0
496,245.0,16.0
497,296.0,23.0
498,47.0,6.0
499,185.0,15.0
500,274.0,23.0
501,233.0,23.0
502,266.0,23.0
503,48.0,7.0
504,437.0,23.0
505,118.0,14.0
506,76.0,7.0
507,501.0,42.0
508,229.0,22.0
509,261.0,21.0
510,97.0,12.0
511,234.0,18.0
512,156.0,16.0
513,268.0,23.0
514,27.0,2.0
515,242.0,23.0
516,241.0,23.0
517,167.0,20.0
518,67.0,11.0
519,253.0,23.0
520,147.0,10.0
521,456.0,41.0
522,243.0,20.0
523,280.0,23.0
524,303.0,21.0
525,105.0,10.0
526,127.0,14.0
527,261.0,22.0
528,223.0,23.0
529,253.0,23.0
530,196.0,22.0
531,225.0,23.0
532,357.0,40.0
533,274.0,22.0
534,77.0,10.0
535,290.0,23.0
536,276.0,20.0
537,56.0,9.0
538,66.0,9.0
539,28.0,4.0
540,185.0,16.0
541,290.0,22.0
542,335.0,22.0
543,167.0,17.0
544,197.0,19.0
545,78.0,11.0
546,308.0,26.0
547,427.0,40.0
548,273.0,20.0
549,214.0,20.0
550,215.0,19.0
551,406.0,22.0
552,86.0,13.0
553,216.0,23.0
554,209.0,22.0
555,87.0,12.0
556,216.0,23.0
557,89.0,11.0
558,147.0,15.0
559,491.0,43.0
560,501.0,67.0
561,272.0,20.0
562,246.0,23.0
563,273.0,22.0
564,333.0,23.0
565,274.0,23.0
566,197.0,25.0
567,232.0,22.0
568,247.0,23.0
569,46.0,3.0
570,138.0,15.0
571,282.0,18.0
572,263.0,15.0
573,273.0,22.0
574,226.0,18.0
575,265.0,17.0
576,203.0,22.0
577,345.0,34.0
578,147.0,14.0
579,253.0,22.0
580,255.0,21.0
581,193.0,21.0
582,205.0,19.0
583,251.0,23.0
584,37.0,2.0
585,167.0,18.0
586,303.0,23.0
587,209.0,22.0
588,116.0,8.0
589,105.0,14.0
590,256.0,22.0
591,234.0,21.0
592,253.0,23.0
593,279.0,23.0
594,27.0,3.0
595,296.0,29.0
596,165.0,14.0
597,76.0,11.0
598,321.0,20.0
599,501.0,46.0
600,243.0,23.0
601,157.0,17.0
602,38.0,4.0
603,148.0,14.0
604,265.0,20.0
605,304.0,12.0
606,268.0,22.0
607,290.0,22.0
608,165.0,19.0
609,240.0,22.0
610,217.0,16.0
611,248.0,23.0
612,246.0,23.0
613,223.0,23.0
614,108.0,16.0
615,243.0,23.0
616,244.0,22.0
617,125.0,12.0
618,136.0,15.0
619,245.0,19.0
620,248.0,23.0
621,242.0,23.0
622,257.0,22.0
623,77.0,11.0
624,227.0,25.0
625,244.0,20.0
626,315.0,22.0
627,317.0,23.0
628,233.0,17.0
629,245.0,23.0
630,38.0,4.0
631,177.0,16.0
632,302.0,17.0
633,76.0,8.0
634,213.0,25.0
635,254.0,23.0
636,156.0,19.0
637,443.0,44.0
638,397.0,38.0
639,154.0,17.0
640,203.0,22.0
641,18.0,1.0
642,501.0,44.0
643,86.0,11.0
644,228.0,23.0
645,305.0,22.0
646,261.0,23.0
647,436.0,42.0
648,37.0,2.0
649,214.0,20.0
650,213.0,23.0
651,255.0,23.0
652,202.0,23.0
653,429.0,47.0
654,105.0,10.0
655,194.0,21.0
656,232.0,18.0
657,221.0,22.0
658,274.0,23.0
659,235.0,23.0
660,266.0,19.0
661,322.0,23.0
662,278.0,23.0
663,279.0,23.0
664,77.0,10.0
665,207.0,22.0
666,246.0,23.0
667,269.0,23.0
668,280.0,23.0
669,347.0,42.0
670,356.0,45.0
671,242.0,22.0
672,127.0,15.0
673,239.0,23.0
674,76.0,6.0
675,251.0,23.0
676,340.0,18.0
677,264.0,19.0
678,18.0,2.0
679,115.0,10.0
680,297.0,21.0
681,37.0,5.0
682,319.0,22.0
683,127.0,16.0
684,244.0,21.0
685,215.0,16.0
686,118.0,13.0
687,255.0,22.0
688,288.0,37.0
689,194.0,22.0
690,27.0,3.0
691,501.0,48.0
692,221.0,21.0
693,251.0,21.0
694,210.0,23.0
695,128.0,15.0
696,240.0,22.0
697,245.0,22.0
698,267.0,23.0
699,251.0,23.0
700,156.0,19.0
701,79.0,10.0
702,167.0,20.0
703,227.0,28.0
704,263.0,14.0
705,261.0,22.0
706,321.0,23.0
707,279.0,23.0
708,263.0,20.0
709,444.0,44.0
710,316.0,23.0
711,385.0,42.0
712,232.0,23.0
713,209.0,23.0
714,87.0,14.0
715,68.0,4.0
716,136.0,10.0
717,97.0,10.0
718,265.0,23.0
719,262.0,23.0
720,448.0,47.0
721,194.0,18.0
722,40.0,6.0
723,259.0,23.0
724,229.0,23.0
725,327.0,20.0
726,18.0,1.0
727,394.0,40.0
728,226.0,21.0
729,158.0,17.0
730,56.0,9.0
731,501.0,53.0
732,218.0,23.0
733,446.0,47.0
734,336.0,23.0
735,165.0,15.0
736,18.0,3.0
737,270.0,23.0
738,213.0,21.0
739,156.0,16.0
740,223.0,22.0
741,137.0,17.0
742,269.0,23.0
743,283.0,22.0
744,260.0,21.0
745,261.0,20.0
746,501.0,49.0
747,225.0,23.0
748,501.0,43.0
749,314.0,22.0
750,214.0,23.0
751,97.0,10.0
752,66.0,8.0
753,482.0,47.0
754,245.0,23.0
755,37.0,5.0
756,427.0,49.0
757,167.0,17.0
758,386.0,42.0
759,268.0,20.0
760,304.0,23.0
761,354.0,43.0
762,255.0,23.0
763,261.0,23.0
764,501.0,59.0
765,29.0,4.0
766,250.0,23.0
767,254.0,14.0
768,233.0,15.0
769,239.0,23.0
770,326.0,21.0
771,225.0,21.0
772,272.0,22.0
773,289.0,23.0
774,218.0,22.0
775,399.0,20.0
776,226.0,23.0
777,262.0,14.0
778,215.0,23.0
779,135.0,10.0
780,128.0,13.0
781,244.0,23.0
782,187.0,19.0
783,223.0,9.0
784,87.0,12.0
785,39.0,5.0
786,312.0,22.0
787,136.0,17.0
788,107.0,15.0
789,167.0,21.0
790,46.0,5.0
791,225.0,23.0
792,105.0,11.0
793,195.0,10.0
794,246.0,23.0
795,501.0,49.0
796,206.0,23.0
797,303.0,23.0
798,501.0,47.0
799,501.0,37.0
800,235.0,16.0
801,235.0,23.0
802,167.0,14.0
803,98.0,11.0
804,355.0,30.0
805,400.0,23.0
806,145.0,16.0
807,237.0,13.0
808,78.0,7.0
809,128.0,18.0
810,243.0,23.0
811,99.0,10.0
812,242.0,20.0
813,275.0,23.0
814,38.0,5.0
815,77.0,9.0
816,167.0,25.0
817,184.0,12.0
818,266.0,16.0
819,229.0,22.0
820,96.0,16.0
821,78.0,8.0
822,247.0,23.0
823,259.0,22.0
824,46.0,6.0
825,56.0,6.0
826,213.0,16.0
827,27.0,4.0
828,57.0,7.0
829,265.0,19.0
830,214.0,22.0
831,183.0,22.0
832,236.0,22.0
833,244.0,23.0
834,445.0,42.0
835,501.0,47.0
836,209.0,23.0
837,186.0,22.0
838,273.0,21.0
839,227.0,23.0
840,225.0,23.0
841,285.0,22.0
842,501.0,46.0
843,233.0,23.0
844,116.0,11.0
845,27.0,1.0
846,137.0,18.0
847,252.0,23.0
848,195.0,21.0
849,106.0,15.0
850,234.0,23.0
851,106.0,8.0
852,78.0,11.0
853,125.0,15.0
854,157.0,14.0
855,145.0,15.0
856,243.0,22.0
857,460.0,46.0
858,286.0,34.0
859,68.0,6.0
860,442.0,47.0
861,331.0,17.0
862,97.0,12.0
863,47.0,8.0
864,146.0,12.0
865,262.0,22.0
866,225.0,22.0
867,126.0,12.0
868,333.0,15.0
869,166.0,17.0
870,76.0,6.0
871,274.0,23.0
872,145.0,9.0
873,115.0,12.0
874,253.0,23.0
875,414.0,33.0
876,233.0,23.0
877,78.0,9.0
878,254.0,23.0
879,67.0,11.0
880,252.0,23.0
881,253.0,23.0
882,46.0,4.0
883,176.0,17.0
884,78.0,6.0
885,226.0,18.0
886,458.0,54.0
887,79.0,10.0
888,273.0,22.0
889,299.0,23.0
890,28.0,4.0
891,115.0,13.0
892,177.0,19.0
893,254.0,22.0
894,196.0,21.0
895,47.0,8.0
896,105.0,11.0
897,244.0,16.0
898,27.0,3.0
899,236.0,23.0
900,261.0,22.0
901,256.0,26.0
902,177.0,15.0
903,107.0,16.0
904,242.0,22.0
905,213.0,22.0
906,336.0,31.0
907,232.0,22.0
908,303.0,23.0
909,298.0,21.0
910,406.0,45.0
911,242.0,20.0
912,57.0,7.0
913,234.0,20.0
914,67.0,8.0
915,215.0,21.0
916,216.0,18.0
917,215.0,23.0
918,220.0,22.0
919,135.0,11.0
920,47.0,5.0
921,166.0,20.0
922,249.0,23.0
923,175.0,21.0
924,279.0,22.0
925,223.0,22.0
926,240.0,23.0
927,174.0,18.0
928,283.0,20.0
929,224.0,17.0
930,270.0,22.0
931,230.0,23.0
932,17.0,1.0
933,57.0,8.0
934,37.0,6.0
935,225.0,23.0
936,137.0,16.0
937,501.0,43.0
938,238.0,23.0
939,264.0,19.0
940,263.0,20.0
941,37.0,4.0
942,247.0,23.0
943,225.0,22.0
944,233.0,23.0
945,97.0,7.0
946,37.0,2.0
947,176.0,12.0
948,17.0,2.0
949,116.0,12.0
950,217.0,13.0
951,265.0,22.0
952,69.0,6.0
953,315.0,16.0
954,27.0,3.0
955,196.0,21.0
956,145.0,17.0
957,177.0,12.0
958,146.0,15.0
959,288.0,22.0
960,213.0,21.0
961,236.0,22.0
962,204.0,21.0
963,241.0,23.0
964,195.0,22.0
965,203.0,19.0
966,294.0,23.0
967,479.0,45.0
968,156.0,11.0
969,17.0,3.0
970,229.0,23.0
971,210.0,23.0
972,226.0,20.0
973,86.0,11.0
974,27.0,3.0
975,236.0,23.0
976,241.0,23.0
977,176.0,21.0
978,239.0,23.0
979,309.0,31.0
980,501.0,54.0
981,127.0,12.0
982,347.0,38.0
983,237.0,23.0
984,356.0,43.0
985,251.0,23.0
986,17.0,2.0
987,167.0,16.0
988,272.0,22.0
989,186.0,21.0
990,229.0,23.0
991,204.0,17.0
992,233.0,20.0
993,155.0,16.0
994,86.0,12.0
995,206.0,23.0
996,164.0,8.0
997,78.0,12.0
998,167.0,19.0
999,431.0,45.0
1000,176.0,19.0
1001,175.0,22.0
1002,175.0,19.0
